audience,port,type,question,desc,answer,attachment,bucket,categories
academic,教务,操作疑问,能帮忙看看这个孩子的账号为什么在“班级”里面搜索不到呢？,在班级里搜索不到该学生,没有创建班级，已引导帮助中心,38488c0c0d86ab6921747f7219da34b.png,review_rewrite_needed,"['账号登录/密码/手机号', '班级/排课/课时/考勤']"
student,学生,使用问题,老师你好，我这边学生在进行模考时出现几个问题，①图片上的8这个空格填不了词，②视频里阅读部分测试已完成，但是提交不了。麻烦帮忙看一下怎么处理，谢谢,学生模考图片上的8这个空格填不了词，频里阅读部分测试已完成，但是提交不了,学生用的是苹果自带的浏览器,"a13ff98a4b47cc750ec810014ef24c74.mp4,c3202b42de5b0334ad17feb123a2fd1.jpg",review_rewrite_needed,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,其他,您好，老师，这边的tpo63，请问是缺失了1个问题吗？,tpo63只有4个题目,"TPO63, 原题第3和第4题重复了哦，所以就只有4道题了",529ada0d14835fdc9e57d7c158004b0.png,review_rewrite_needed,[]
teacher,老师,其他,这个学生只错1题，为啥系统显示错了15题。我不同时间刷新了很多遍，还是一样的结果。,学生答题解析只错了1题，但是结果页显示只对了5个,学生没交卷之前结果页数据不一定准确，以学生完成后的作业为准,"346b67a60bcef0c6bb22a1fbc3a939b.jpg,c6eee51e6492658945c0d38590f7ce0.jpg",review_rewrite_needed,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
teacher,老师,其他,又这样了，布置不了作业,布置作业提示班级科目已变更，无法布置,这里是考虑到，有些课程在结课后，会修改科目，给新班级使用，所以修改了课程的科目后，原班级科目没有同步修改 这个班级技术已手动同步好了,d7496186b3c0a66f4d6c3128044df81.png,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
student,学生,其他,老师，这个学生单词正确率达标，但是下一个单元没解锁，麻烦帮忙看一下哦，谢谢～,学生单词正确率达标，但是下一个单元没解锁,未找到原因，已做处理还需观察,d3c3367584ebe5424e94c2838761288.png,review_rewrite_needed,[]
teacher,老师,其他,"我们有一题，学生的答案和我们正确答案是一样的，而且这题我们也设置了分值，但是每次学生做完作业一直显示这题0分,这个lesson 3里面的第24题",自有题库的作业，学生答对了，但是系统判错,简答题对于字符无法识别，技术这边处理下,b71e9bd2ca3a0974f0181c3efa5075c.png,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,老师 这个单词有问题 只有30个 系统显示有50个,单词作业只有30个 系统显示有50个,老师布置重复了,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,你好，为什么冯子芸找不到7.3号的排课，与教务对接了一下，教务说有在系统上排课,老师填写反馈找不到学生的课,老师自己调了电脑时区,,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,使用问题,这种情况不能完全解决嘛？词汇表里的F都是错的。发不了音,机构自有题库，单词发音有问题,单词录入问题,d083e5d37a1cfbb7fd452cf9cd405674.mp4,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,学生有错词，为什么这个统计这里显示没有,生有错词，为什么这个统计这里显示没有,学生进行了错词练习，学生再次练习后单词答对的就不算在错词里了,,review_rewrite_needed,[]
