反馈日期,客户问题,问题描述,客户名称,所属功能,端口,问题类型,处理进度,反馈进度,测试处理状态,Bug状态,测试备注,备注,附件,周
2025/05/13,老师们好，麻烦帮查一下学生宁若蓝NC1203208的雅思入学测试成绩单，谢谢！,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W20
2025/05/13,老师能麻烦更新下校校平台的托福独立口语真题吗？目前5月份了，真题库独立口语Task1最新的还在1月初,托福题库更新,超级学长,系统题库,老师,题目需求（s）,处理中,,,,,,,2025W20
2025/05/13,那目前发调课 就只能微信跟教务老师说调整，然后她们系统挪走对嘛？助教端口没有操作界面,助教发起调课,高顿紫藤,调课,老师,功能需求和优化（s）,,,,,,,"image.png,image.png,3be06871b705daf47d41d1c72955d73.png,8df3adf23aa61eb97f1741c87a5e0bf.png,image.png,image.png",2025W20
2025/05/13,老师，请问下，咱们的口语题库校校平台上的雅思口语题库，会及时和换题季的新题同步吗？,雅思口语题库更新,新航道上海,系统题库,老师,题目需求（s）,已处理,已反馈,,,,,,2025W20
2025/05/13,为什么这个学生回答完了，结果页没有显示分数和正确率,结果页不显示分数和正确率,问鼎教育,结果页,老师,使用问题（t）,已处理,已反馈,,,,老师布置的是音译英中，学生没有写中文，所有正确率和分数都是0,,2025W20
2025/05/13,您好老师，学生已经做了测试并且提交了，但是我们这不显示怎么处理 。学生名字：杜雨彤 @校校小助手（工作日9：30-18：30）,入学模考查询,新航道北京,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W20
2025/05/13,早，昨天外面提到的那个错题集找答案的问题，我实验了下并没有优化呢，还是可以看到,学生还未提交的作业，在错题库中不可以看到,NewWay,错题分析,学生,功能需求和优化（s）,,,,,,,"3467d14a034dd6e6d244309e13fa62ec_.png,5e50321526603e19ee1506069dd5f4b2_.png",2025W20
2025/05/13,这个地方应该是tended 不是ended不然答案意思都对不上  https://edu.yimiaodong.com/org/answer/result.html?type=2&typeid=7294286&stuid=179575&stubj=&qid=&wrcd=1&xiaov=1745809712000第一篇的第四题,题目题干误,秒懂,系统题目,老师,题目数据问题（t）,已处理,,,,,,,2025W20
2025/05/13,辛苦老师发一下这周的验证码，谢谢,通用验证码,亨瑞留学,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W20
2025/05/13,请问下我们学生平板做题，这个录不了音是怎么办啊 这个计时不动,平板答题 口语无法录音,南京七嘉,答题,老师,使用问题（t）,已处理,已反馈,,,,,,2025W20
2025/05/13,托福、雅思真题中的题型或文本切片是否可以单独呈现和个性化布置,个性化组题,骐绩国际,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,校校老师们，昨天已更新吗？昨天中午以后没有收到过微信学生完成作业信息提示了,微信公众号没有提醒,杭州壹橙,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W20
2025/05/12,请问 我们5-8的口语题库啥时候会更新到系统里 ,5-8口语题库,天尚教育,系统题库,老师,题目需求（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,这个是啥排行榜,学生端完成率排行榜,随心考,其他,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,能否帮我看下我的账号 手机端 作业部分 学生做了作业 我这不能跳出来,微信公众号没有提醒,Keystone,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W20
2025/05/12,请问我们系统上学生的做题记录可以帮忙清除吗（删除某个时间段的）,清除学生做题数据,NewWay,其他,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,以前能看到 学生的合同课时 ，总课时 排课课时 ，上了多少课时,学习报告需要增加‘排课课时’的显示,思潮英文,学习报告,销售,功能操作疑问（s）,不处理,,,,,,,2025W20
2025/05/12,校校各位老师，如果有系统的使用手册或者与销售相关的功能介绍的文档麻烦发一份，谢谢。,销售端使用文档,启程教育,其他,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,老师 帮我看看一个学生的测试可以吗,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,,,,,,,2025W20
2025/05/12,老师，请问校校单词书打卡学生完成练习可以增加提醒功能吗？目前的情况是学生打卡了老师收不到提醒，没办法第一时间同步，对于低龄段学生来说，黏性会降低，但是我们又很想用单词书这个功能。看是不是可以跟日常练习一样增加提醒。,单词书打卡增加公众号通知,独课,公众号通知,老师,功能需求和优化（s）,,,,,,,image.png,2025W20
2025/05/12,系统可以增加校区吗？,增加校区,漫果教育,分校区,教务,其他,已处理,,,,,,,2025W20
2025/05/12,学生做了校校测试， 手机号15800619048， 曹同学  麻烦看下测试成绩 家长很急,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W20
2025/05/12,TPO作业这两天没更新，只更新了词汇任务,作业大纲选择按天下发后，部分作业没有按时下发,骐绩国际,作业大纲,老师,使用问题（t）,已处理,已反馈,,,,,7e1373b1be4fba5703d503679901ffb.jpg,2025W20
2025/05/12,请问咱们系统有GMAT的测试题吗？,GMAT题库,洒脱教育,系统题库,老师,题目需求（s）,已处理,,,,,,,2025W20
2025/05/12,好的，谢谢老师，现在系统KET，PET的题都有了，FCE可以补充上去吗@校校技术支持（工作9：30-18：30） ,FCE题目,深圳英卓,系统题库,老师,题目需求（s）,,,,,,,,2025W20
2025/05/12,老师，学生的PTE练习提交后有批改功能吗,PTE AI批改,新航道,AI批改,老师,Bug（t）,已处理,,,,,,,2025W20
2025/05/12,Hello，校校上的任务是可以在电脑和ipad登陆网站做对吗？ 那手机登陆网站能做吗？,手机登录使用系统,上海领冉,登录,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,想问下咱们系统可以添加标化的模考报告吗？老师手动填写的,老师添加模考评语,高顿紫藤,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,"麻烦你给我们的销售同事一个账号：
秦诗舒 18406570197，权限需要可以查看到公池里的学生模考成绩，谢谢～",员工账号添加与设置,PDA,员工账号管理,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,你好这个咋不能关联老师哇,创建班级界面老师无法与课程内容相关联,夸颂教育,班级设置,教务,使用问题（t）,已处理,已反馈,,,,刷新后恢复,,2025W20
2025/05/12,老师 学生测试 做到口语空白卡住了的样子 刷新又从听力直接开始了 怎么办,口语卡顿，重新加载后又从听力重新开始答题,新航道上海,答题,学生,使用问题（t）,不处理,,,,,老师未发送视频,,2025W20
2025/05/12,学生做了校校测试， 手机号15900819006 王佳奕  麻烦看下测试成绩,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W20
2025/05/12,老师 托福听场词汇有误，请明日修改，谢谢,单词书测试选项重复,维他,基础训练-单词,老师,题目数据问题（t）,处理中,,,,,系统自动生成单词测试问题,,2025W20
2025/05/12,我们给学生测试的页面是哪一个吗 有小托福的测试吗,入学模考界面,星橙,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,请问这个校币怎么获取呀,校币充值,南京七嘉,校币,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,您好，学生的账号过期了如何处理？,学生账号续期,美世教育,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W20
2025/05/12,老师  学生的测试一直显示批改中 明天可以帮忙看看什么情况吗,学生测试结果一直显示批改中,新航道济南,AI批改,老师,Bug（t）,已处理,已反馈,,,,,,2025W20
2025/05/11,你好，雅思听力，学生的做题页面，有可以调倍速的地方吗？,听力调整音频倍速,海南合木,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,39ced1372c00ceec4a49a4c02a614f0.jpg,2025W19
2025/05/11,你好，19102890302，这个学生的家长端口的课表，不显示课时，请问正常吗,家长端小程序不显示课时,爱英格知,小程序,家长,使用问题（t）,已处理,已反馈,,,,订单退了课时,a8b6b0927efce5dcca68f2fea81999e.jpg,2025W19
2025/05/11,"题库的练习题目不会收录到错题当中去吗
怎么样可以看到题库练习的记录和错题呢？学生的账号也在里面",学生错题未收录错题本,秒懂,错题分析,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/11,技术老师，您好。我们现在想给学生在校校中录入中译英，以及英译中的翻译作业。我们知道应该录入到机构题库当中。但是，机构题库中，只有试卷的选择，并没有翻译句型这类选择。请问，应该怎么操作？,机构录题问题,新航道,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/11,2021年微积分BC的第4题，speced 应改为 speed,微积分BC,奥米克隆,系统题目,老师,题目数据问题（t）,已处理,已反馈,,,,,3490d52863080fdfb64cdcec0419160.png,2025W19
2025/05/11,是B答案错了麻烦改一下,AP Precalculus,独课,系统题目,老师,题目数据问题（t）,已处理,已反馈,,,,,dbd78ff0314fb1a326dd9033cb3b3c3.jpg,2025W19
2025/05/11,学生做了校校测试， 手机号13661783675， 程添好 麻烦看下测试成绩,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/11,老师们，我们有老师后台收不到学生作业完成通知，调课通知，请问是什么情况呀？,老师收不到公众号通知,孚外,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/11,老师 能麻烦查一下郝伟伊的测试结果嘛,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,已反馈,,,,销售端公池可查看,,2025W19
2025/05/11,老师，题库真题的详情页看不到答案的吗,结果页看不到答案,Keystone,结果页,老师,使用问题（t）,,,,,,,e7ca7cc901ba0d110c3367effed9706.png,2025W19
2025/05/11,"滴滴,系统近两天学生完成作业提交后，微信公众号都没有推送提醒，麻烦老师们检查一下",微信公众号没有提醒,杭州肆墨,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/11,你好，这个又显示不出来，麻烦看看要怎么处理呢？,教务端数据分析不显示,洒脱教育,数据分析,教务,使用问题（t）,,,,,,,f8afa8ce61cf139b3ebe909764d46e9.png,2025W19
2025/05/10,校校好，这周开始，助教账号绑定公众号后只能收到部分作业完成提醒，看一下是什么问题？,公众号助教收到提醒缺失,承读教育,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/10,技术老师能帮忙看下嘛，又出现了托福主观题无法提交的情况https://starwingseducation.xiaosaas.com/org/answer/result.html?type=2&typeid=7110223&stuid=174679&stubj=&qid=&wrcd=1&xiaov=1745809712000,托福主观题无法提交,星展,答题,学生,使用问题（t）,已处理,,,,,老师未回复,1aa1ff1da124ee85af22ecdb95103816_4.mp4,2025W19
2025/05/10,老师好 学生做了校校 麻烦帮忙查下成绩13003291692,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,分享账号为助教,,2025W19
2025/05/10,老师查不到分数呢 李政阳 电话 18248120822,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,已反馈,,,,销售端公池可查看,,2025W19
2025/05/10,您好，我发的第一个图片是网页版显示交的作业，第二个是小程序端的提醒；为什么小程序端这边有漏提醒的呀？比如我打钩的两个在小程序端没有显示出,微信公众号没有提醒,浙江澜大,公众号通知,老师,Bug（t）,已处理,,,,,,"76e552f82d9a08b8dd69fb098e0175d.jpg,5c5c1598ad51fc67a20ae55b48f1c06.jpg",2025W19
2025/05/10,为啥在大纲这里找不到写作task2 全是task1,作业大纲找不到task1,骐绩国际,作业大纲,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/10,您好 学生说之前布置的作业有听力和阅读是有卡时间的，但是昨天的就只有口语有timer了，这是什么原因呀,作业没有倒计时,骐绩国际,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/10,需要一个通用验证码,通用验证码,LUMI,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/10,你们好 想问一下怎么给学生更换手机号,更换学生手机号,LUMI,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/10,月末怎么看每个老师每个月的上课总课时数呢？,查看老师课时,Lanxi,数据分析,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/10,请问我们老师端首页二维码扫了，显示已绑定了，但是微信小程序还是收不到推送，是什么原因呀@校校技术支持（工作9：30-18：30） ,微信公众号没有提醒,NewWay,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/10,请问老师们，这份精听作业是怎么评分的呀 我们后台看学生完成度和正确率还可以，为什么显示分数就3分 https://newway.xiaosaas.com/org/practice/practice.html?hwkid=7258043&stuid=57489&teacherid=6622&xiaov=1745809712000,逐句精听分数问题,NewWay,结果页,老师,使用问题（t）,,,,,,,,2025W19
2025/05/10,老师 怎么登不上去了呀 是谷歌网页，这个号码13896696600,学生无法登录,新航道,登录,学生,使用问题（t）,已处理,已反馈,,,,网址错误,,2025W19
2025/05/10,（2）老师，口语模考 part3完成了一半被退出来了 怎么才能接着做呀 刷新进去就是从part1开始的@校校技术支持（工作9：30-18：30）,学生答题自动提交,新航道,答题,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/10,汤淑婷 这个学生的模考找不到 能否看下是什么技术问题么,入学模考无法查看,维他,入学模考,销售,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/10,您好，请问这道题的答案是不是有问题,考场真题听力1题目答案问题,玖雅教育,系统题目,老师,题目数据问题（t）,,,,,,,"849e19d560d07529c3eb78c41e8ba472_.jpg,95b7448bd6f386db5c4ca5db8a592fc2_.jpg,73206729cb2befbc017444871b3f6269_.jpg",2025W19
2025/05/10,我想问下为啥有的同学做完了公众号推送不提醒呀 ～@校校Joey,微信公众号没有提醒,无名氏,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/10,校币自动扣除,校币自动扣除,随心考,校币,老师,使用问题（t）,已处理,已反馈,,,,老师如果开启了AI自动批改。机构题库的口语题就会自动进行批改,"a8251ef3f5b672040b97daca480ab19c_.jpg,62002183f3deb33cdd54a9eae6de5c39_.jpg",2025W19
2025/05/10,学生不止一次反馈了 题目做标记的时候点到哪里就会把题目删了,highlight会把题目清除,领鹿教育,答题,学生,Bug（t）,已处理,已反馈,,,,,dbb9f6ae96bec7f32948e15f51eae639_.jpg,2025W19
2025/05/10,最后那一个x应该不是幂，应该是“77x”,题干错误,思明教育,系统题目,老师,题目数据问题（t）,已处理,已反馈,,,,,faa6c265f83ea4b8753c10ce77e4b8bb_.jpg,2025W19
2025/05/10,这个标点符号 太混乱了 麻烦改一下,阅读标点符号混乱,ThinkAlike,系统题目,老师,题目数据问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/10,亲，我们系统有 托福 primary的试卷么？,托福primary试卷,南京学了么,系统题库,老师,题目需求（s）,已处理,,,,,,,2025W19
2025/05/10,老师，做测试中途可以暂停，等有时间再继续吗,模考暂停,新航道北京,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/10,你好，有学生说听力填空题做完高亮之后题目就不见了,highlight会把题目清除,百获教育,答题,学生,Bug（t）,已处理,已反馈,,,,,,2025W19
2025/05/10,我这边微信里面今天没收到学生已经提交的作业 以前他们提交了 都会有信息,微信公众号没有提醒,超级学长,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/10,咱们这个系统无法登录 什么情况,无法登录,壹思唯,登录,老师,使用问题（t）,已处理,已反馈,,,,未使用谷歌浏览器,,2025W19
2025/05/10,老师们好，反馈一个小问题，关于校校系统的分数算法~比如武汉学校的留学预备入学试卷，试卷上设定分数是整数或者有小数也是0.5分，但是成绩却出现了除0.5之外的小数，如图一中的听力部分是21.7分，但实际就是21分，另外有时候主观题比如托福口语和写作AI批改有时候也是给的除0.5之外的小数，如图二中的托福口语AI批改给的是0.8分，所以辛苦您那边是否可以看一下关于系统分数算法，是否可以再精确一些~,（ 机构题库结果页分数显示优化）结果页实际分数不是整数或带0.5的情况,新航道武汉,结果页,老师,功能需求和优化（s）,,,,,,"听力的第四题 满分是21分，一共是11道题，所以每个空就不是0.5的倍数了
https://whxhd.xiaosaas.com/org/exercise/exercise.html?hwkid=881&stuid=735062&teacherid=&push=1&pushtype=2&pushqtype=0&xiaov=17458097120001&checkr=a",29cf3fb67d300bd67404d5e08241b16c_.png,2025W19
2025/05/09,我想问一下这个成绩单的显示，为什么有的是对号有的是字母？,成绩单显示疑问,北京至简,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/09,您好，麻烦申请一个新的通行码，谢谢～,通用验证码,PDA,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/09,"刚刚发现会有作业完成,小程序不会通知的情况",公众号通知失效,本心教育,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/09,校校，请问五月份题库啥时候更新,题库更新问题,曼哈顿,系统题库,老师,题目需求（s）,已处理,,,,,,,2025W19
2025/05/09,学生反映麦克风权限打开的，还是录不了音,麦克风权限打开后仍旧无法录音,杭州青澜,答题,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/09,老师，反馈14套听力的前两篇听力很糊，学生听不清,听力音频模糊,维他,系统题目,老师,题目数据问题（t）,已处理,,,,,音频本身标注模糊,,2025W19
2025/05/09,老师们，请问有人知道校校的试卷里可以在填空题和简答题里插入听力材料么？,机构试卷插入音频材料,美世教育,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/09,老师 请问这里的题目有什么方法可以布置给用户吗？,系统题库推送入学模考,橙啦,入学模考,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/09,"你好 我学生想问一下 复习的词汇 800多 再哪里能够查看
能不能 单独复习和测试",如何自查错词,唯优教育,错题分析,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/09,跨校区上课的学生  系统排课是录入在上课的校区吗,跨校区学生如何计算课消,图钉教育,数据分析,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/09,调课界面显示数据不匹配，实际无法操作,助教可以对班级课程进行调课,紫藤升学,课表,老师,功能需求和优化（s）,,,,,,目前不是上课老师不能进行课程调课,399c4006eff7738c917f9ae26d9b59e.jpg,2025W19
2025/05/09,班级里已经有 李思宇 这个学生了，但是课表界面我点开李思宇 显示没有班级人数且没办法申请调课,课表页面不支持进行调课,紫藤升学,课表,老师,使用问题（t）,已处理,已反馈,,,,班级类型不是1V1,,2025W19
2025/05/09,辛苦老师帮忙导入校校系统哦，并将该词表放入一个窗口，此窗口名称为：维他-托福核心词汇，这个窗口点进去之后再独立显示如：Part1 List1，辛苦老师们帮忙操作哈，谢谢！,单词书导入系统,维他,单词书,老师,其他,已处理,已反馈,,,,如果每个单元单词不超过300，老师可以自己导入,,2025W19
2025/05/09,咱们系统内部得上课软件，成熟了吗？远程课上课的软件,线上课系统相关,Lanxi,线上课,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/09,老师好，麻烦问下，钟昊博的课，系统上显示没有考勤情况，这个是怎么回事？,系统未显示学生考勤情况,领鹿教育,考勤,老师,使用问题（t）,已处理,已反馈,,,,学生在班级内已结课，所以没有显示考勤,,2025W19
2025/05/09,这个是每次都要点选的吗 比如1-77,单词作业布置问题,夸颂教育,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,麻烦教研老师看一下，这个题，第二篇的六选三，答案和解析提供的分析所对应的答案不一致https://miaodong.xiaosaas.com/org/answer/result.html?type=2&typeid=7238465&stuid=183032&stubj=&qid=&wrcd=1&xiaov=1745809712000,答案和解析不一致,秒懂,系统题目,老师,题目数据问题（t）,已处理,,,,,答案没问题,,2025W19
2025/05/08,老师像AP这种题目，没有找到作答的地方 ,混合机考科目没有机考作答,UCo,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,怎么样能设置能把一套题去设置起来，保存在系统里，然后所有老师都可以去布置呢？题是从你们的真题里面选的,设置作业大纲,Keystone,作业大纲,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,老师，您好。甘乘轩15809332258的模考情况切换销售身份后依旧看不到，老师无法批改，麻烦您给一下批改的链接。,入学模考无法查看,美世教育,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/08,这个布置端口的问题又出现了，请问还没有彻底解决吗？,布置作业端口加载慢，一直显示loading,洒脱教育,布置作业页面,老师,Bug（t）,已处理,已反馈,,,,,,2025W19
2025/05/08,老师，销售身份登记，查看自己学员，就学习报告这块看不到任何内容，很不方便。我记得之前都是可以看到的@校校Doreen,销售端查看学习报告（需要看包含赠课的课时，已经已上课课时）,智成教育,学习报告,销售,功能需求和优化（s）,,,,,,,,2025W19
2025/05/08,老师好，可以把听力真题20套的纸质版和音频发我们吗，我们教研需要使用,题目需求,航野教育,系统题目,老师,题目需求（s）,,,,,,,"fb223750256f038d3414e9bb12cad8f.png,051d8b56ea867d17268874187b2a8ee.png",2025W19
2025/05/08,hi想问下基础练习里有听说读写的各项作业，从哪里可以先进去试着做一下,布置作业页面题目预览,骐绩国际,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,"你好，我问一下，这边的section, 如果不退出，是不是这个section结束了，会马上接着放另一个？ ",听力section播完是否会自动播放下一个,海南合木,答题,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,市场端发起的测试邀请 学生测试完后 市场端是不是看不到的？一定要分配给顾问端才看的到,市场端是否无法查看入学模考结果,智成教育,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,这个链接做题时长是118分钟，实际录屏19分钟，老师觉得孩子分数有问题想查下录屏，结果显示的时长对不上，就不能确定孩子做题结果对不对了,录屏时长与学生做题时长不统一,江博教育,结果页,老师,使用问题（t）,已处理,已反馈,,,,答题录屏是从学生进入作业开始记录的；如果学生在答题过程中关闭作业，录屏也会继续记录。,,2025W19
2025/05/08,请问咱们雅思五月口语题库预计什么时候更新呀？,雅思5月口语题库,洒脱教育,系统题目,老师,题目需求（s）,已处理,,,,,,,2025W19
2025/05/08,学生学员号和手机号都登不进去，什么原因呀，学生说之前都没登陆过 @校校Sinva,学生登录提示密码错误,新航道武汉,登录,学生,其他,已处理,已反馈,,,,,,2025W19
2025/05/08,老师这个口语录音好像录不了,学生作答口语题时无法录音,新航道,答题,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/08,老师～请问下这种情况是咋回事啊，学生答题答着突然打不了字了,学生答题时无法输入,新航道广州,答题,学生,使用问题（t）,已处理,已反馈,,,,学生不是使用谷歌浏览器,,2025W19
2025/05/08,您好，今天校校系统有些信息通知出现遗漏，麻烦您检查一下哦，谢谢；比如上面两张图片，一个人收到学生任务完成的最新通知是“托福听力课作业:20241016C2/20240901 C2/20241012C1(5.8)”；而另一个人收到学生任务完成的最新通知是“AP宏观模考-2024-Macroeconomics”,公众号通知遗漏,守壹私塾,公众号通知,老师,Bug（t）,已处理,,,,,,"582f1aa41a1d6ae33e1759158cf2581.png,755af35020233b46d5165ba7a1597f6.png",2025W19
2025/05/08,"听力的配对题里面，这些选项被选之后，还在右手边的框里出现，但考试，不是这样子的吧？ 
以及1个选项只能被选1次，左手边被选了3次。
正常应该是这样子的，不能给 学生重复选择的机会。 
这个可以更改的吗？  这种体验不好的。考试不是这样子的。 ",（雅思）听力配对题：1. 选项被选择后，没有消失；2. 选项可以被重复选择,海南合木,答题,学生,功能需求和优化（s）,,,,,,,"fc7c23a16c202a06d62d959c40d846d.png,f2b1cba2ea7de40f4a05481dce9b505.png,f89f982fc9eda01532b1f4ec236740e.png",2025W19
2025/05/08,我想问下 这个情况是学生直接没听 搜了答案吗 我看学生是在听的 在放音频,学生听了音频但结果页不显示,Keystone,结果页,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/08,这个学生的模考，他完成之后，我这边小程序没有跳出来，我得点进去才看得到。这个不知道是什么情况,学生完成模考后老师未收到通知,Keystone,公众号通知,老师,Bug（t）,已处理,,,,,,,2025W19
2025/05/08,老师 想问下假设我想给学生布置听力和阅读的作业比如tpo,开放题库,骐绩国际,开放题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,这个扫描后点进去，学生的口语录音听不到，但是能看到转换的文本，是什么原因,入学模考结果页学生口语听不到,美世教育,结果页,老师,使用问题（t）,已处理,已反馈,,,,学生口语未作答,,2025W19
2025/05/08,请问家长登录的时候为什么会出来这个？她的账号为什么登不进去？,家长端登录出现扫描二维码,莉创,登录,家长,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/08,我想问，上传单词书，最多是上传300个单词每次。那么我比如需要上传2600多个单词，然后按照每个list 50个单词，因为我想每次给学生布置50个单词。是不是就需要上传多次。有没有什么途径，可以批量上传，批量修改命名的,单词书上传限制,夸颂教育,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师，学生换了一个手机登录，但是显示的是新航道北京学校。学生想要换回新航道昆明登录，请问怎么解决呀？,学生更换手机号后登录校区不一致,新航道,登录,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师 这道题的答案修改成D,2025托福真题 答案误,壹思唯,系统题目,老师,题目数据问题（t）,已处理,,,,,客户专属题目,01e64cb2f5d99748a56d1b640618187.jpg,2025W19
2025/05/07,老师，我和学生核实了一下，他的姓名写的是LEUNG SUNG KEI@校校技术支持（工作9：30-18：30） ,入学模考查询,美世教育广州,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师好 学生做了校校 麻烦帮忙查下成绩 19512418702 ,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,你好~问一下我们自己录入试卷，不支持录入听力和图片之类的吗？,机构题库录题,海南合木,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师学生账号和密码都是对的 却登不进去 怎么回事呀,学生无法登陆,新航道杭州,登录,学生,使用问题（t）,已处理,已反馈,,,,登录网址（校区）错误,,2025W19
2025/05/07,老师们，咱们系统今天是在升级？ 我这边的名字被系统自动改了  我还没办法改正确  还有作业这个地方，我选择的是这个同学，可是下面也显示了其他同学   这里之前是“作业”-全部作业   咋现在变成这样了,老师端界面显示误,UCo,作业管理页面,老师,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,各位老师 系统词书托福听力场景词汇，单词中英释义不匹配，辛苦修改，谢谢,自有单词书修改释义,维他,单词书,老师,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,校校可以用美国手机号开通账号么,国外IP开通账号,维他,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,校校系统测试卷可以导出打印下来吗,学生模考试卷导出打印,新航道上海,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,如果学生没一个长段时间做测试，可以做一个板块然后直接退出，下次登录接着做吗？,模考实时保存,新航道上海,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师麻烦查看一下甘乘轩15809332258的答题情况，我在后台看不到。@校校技术支持（工作9：30-18：30） @校校助理 ,入学模考查询,美世教育,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师，学生答题结束后一直停留在这个界面有20多分钟了，点击confirm也不动，您看看这个情况怎么处理。,入学模考学生无法提交,美世教育,入学模考,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
